hh_id,person_id,is_head_of_household,married,gender,race,age,voted_in_2012,is_college_graduate
9110,19185,1,"Single","Male","Black",29,1,1
9111,19186,1,"Married","FEMALE","White",33,1,1
9111,19187,0,"Married","Male","White",27,1,0
9111,19188,0,"Single","Female","White",4,0,1
9112,19189,1,"Single","Female","White",31,0,1
9112,19190,0,"Single","Male","White",34,0,1
9112,19191,0,"Single","FEMALE","White",2,0,0
9112,19192,0,"Single","F","White",6,0,1
9113,19193,1,"Single","Male","White",25,0,0
9113,19194,0,"Single","Male","White",2,0,0
9114,19195,1,"Married","Female","Asian",34,1,0
9114,19196,0,"Married","Male","White",32,0,0
9115,19197,1,"Single","Female","Asian",30,1,1
9115,19198,0,"Single","Male","White",33,0,1
9115,19199,0,"Single","Female","Asian",3,0,1
9115,19200,0,"Single","Male","Asian",7,0,1
9116,19201,1,"Single","Female","White",27,1,1
9116,19202,0,"Single","Male","Black",33,1,1
9117,19203,1,"Married","Female","Asian",33,1,1
9117,19204,0,"Married","Male","White",31,0,1
9117,19205,0,"Single","Male","Asian",3,0,1
9118,19206,1,"Single","Male","White",30,0,1
9118,19207,0,"Single","F","White",4,0,1
9119,19208,1,"Single","Female","White",34,0,1
9119,19209,0,"Single","Male","White",28,0,0
9119,19210,0,"Single","Male","White",7,0,1
9120,19211,1,"Single","Female","White",28,0,1
9120,19212,0,"Single","Male","White",25,0,1
9120,19213,0,"Single","Male","White",7,0,0
9120,19214,0,"Single","Male","White",2,0,1
9121,19215,1,"Single","Female","White",34,0,0
9121,19216,0,"Single","Male","Asian",32,0,1
9121,19217,0,"Single","Female","White",7,0,0
9122,19218,1,"Single","Male","White",32,1,1
9123,19219,1,"Married","Female","White",34,0,1
9123,19220,0,"Married","MALE","White",32,1,1
9123,19221,0,"Single","FEMALE","White",7,0,1
9123,19222,0,"Single","Male","White",6,0,1
9124,19223,1,"Single","Female","White",34,0,1
9124,19224,0,"Single","Male","Asian",30,1,0
9125,19225,1,"Married","Female","White",33,1,0
9125,19226,0,"Married","Male","White",34,0,1
9125,19227,0,"Single","Male","White",3,0,1
9126,19228,1,"Single","Female","Asian",31,1,0
9126,19229,0,"Single","Male","White",33,1,1
9127,19230,1,"Single","Female","White",28,0,0
9127,19231,0,"Single","Male","White",27,0,1
9127,19232,0,"Single","F","White",7,0,1
9128,19233,1,"Married","Female","White",32,1,1
9128,19234,0,"Married","Male","White",31,0,1
9129,19235,1,"Single","Male","White",25,0,1
9130,19236,1,"Married","Female","White",25,0,1
9130,19237,0,"Married","Male","Asian",31,1,1
9131,19238,1,"Married","F","Asian",28,1,0
9131,19239,0,"Married","Male","Asian",31,1,1
9131,19240,0,"Single","FEMALE","Asian",4,0,1
9131,19241,0,"Single","Female","Asian",2,0,0
9132,19242,1,"Married","Female","Black",26,1,0
9132,19243,0,"Married","Male","White",30,0,1
9133,19244,1,"Married","F","White",25,0,0
9133,19245,0,"Married","MALE","White",32,0,1
9133,19246,0,"Single","Male","White",4,0,1
9133,19247,0,"Single","Male","White",4,0,0
9134,19248,1,"Single","Female","Black",31,0,1
9134,19249,0,"Single","Female","Black",6,0,1
9134,19250,0,"Single","Female","Black",3,0,0
9135,19251,1,"Single","Female","Black",34,0,1
9135,19252,0,"Single","Male","Asian",34,1,1
9135,19253,0,"Single","Male","Black",4,0,1
9135,19254,0,"Single","Male","Black",3,0,0
9136,19255,1,"Single","M","White",31,1,0
9137,19256,1,"Single","Female","White",25,0,1
9137,19257,0,"Single","Male","Black",34,0,1
9137,19258,0,"Single","F","White",3,0,0
9138,19259,1,"Single","Female","White",28,1,1
9138,19260,0,"Single","Male","White",34,0,0
9139,19261,1,"Single","Female","White",29,1,1
9139,19262,0,"Single","M","White",34,1,1
9139,19263,0,"Single","Male","White",2,0,1
9140,19264,1,"Single","Female","White",34,0,1
9140,19265,0,"Single","Male","White",32,0,0
9140,19266,0,"Single","MALE","White",3,0,1
9141,19267,1,"Single","Female","White",26,1,1
9141,19268,0,"Single","Male","White",32,0,0
9141,19269,0,"Single","Female","White",2,0,1
9142,19270,1,"Married","Female","Black",31,0,1
9142,19271,0,"Married","Male","White",34,0,1
9143,19272,1,"Single","Male","Asian",33,0,0
9144,19273,1,"Married","Female","Black",31,0,0
9144,19274,0,"Married","Male","White",32,0,1
9145,19275,1,"Single","Male","Asian",32,0,1
9146,19276,1,"Single","Male","White",30,1,0
9147,19277,1,"Single","Female","Black",34,0,0
9148,19278,1,"Single","Male","White",30,0,1
9148,19279,0,"Single","FEMALE","White",4,0,1
9148,19280,0,"Single","Female","White",2,0,1
9149,19281,1,"Single","MALE","White",33,0,1
9150,19282,1,"Married","FEMALE","Black",34,0,1
9150,19283,0,"Married","MALE","White",29,0,1
9151,19284,1,"Married","Female","Black",31,1,1
9151,19285,0,"Married","Male","White",26,1,0
9151,19286,0,"Single","Male","Black",5,0,1
9152,19287,1,"Single","Male","White",25,1,1
9153,19288,1,"Married","Female","Asian",28,0,1
9153,19289,0,"Married","Male","Asian",25,0,1
9153,19290,0,"Single","F","Asian",4,0,1
9154,19291,1,"Married","Female","Asian",33,1,1
9154,19292,0,"Married","Male","White",34,0,1
9154,19293,0,"Single","Male","Asian",6,0,1
9155,19294,1,"Single","Male","White",30,1,0
9156,19295,1,"Single","Male","Asian",32,1,1
9157,19296,1,"Married","F","White",26,0,0
9157,19297,0,"Married","Male","White",30,0,1
9157,19298,0,"Single","Female","White",4,0,0
9158,19299,1,"Married","Female","Asian",25,1,0
9158,19300,0,"Married","MALE","Asian",25,1,1
9159,19301,1,"Single","Female","White",29,0,1
9159,19302,0,"Single","MALE","Asian",26,1,0
9159,19303,0,"Single","Male","White",3,0,0
9159,19304,0,"Single","Female","White",3,0,1
9160,19305,1,"Married","Female","White",32,1,1
9160,19306,0,"Married","Male","White",28,1,0
9160,19307,0,"Single","Male","White",3,0,1
9161,19308,1,"Single","Female","White",34,1,0
9162,19309,1,"Single","Female","Asian",31,0,1
9163,19310,1,"Married","Female","White",28,1,1
9163,19311,0,"Married","Male","White",30,1,0
9164,19312,1,"Single","Male","White",27,1,1
9165,19313,1,"Married","Female","White",29,1,1
9165,19314,0,"Married","Male","Asian",30,0,1
9165,19315,0,"Single","Male","White",4,0,1
9166,19316,1,"Single","Female","Black",33,1,1
9166,19317,0,"Single","Male","White",33,1,1
9167,19318,1,"Married","Female","Black",26,0,1
9167,19319,0,"Married","Male","White",31,1,0
9167,19320,0,"Single","M","Black",6,0,0
9168,19321,1,"Single","Male","Black",32,1,1
9169,19322,1,"Single","Female","Asian",33,0,1
9169,19323,0,"Single","Male","White",32,0,1
9170,19324,1,"Single","Female","White",30,0,1
9170,19325,0,"Single","Male","White",27,0,0
9171,19326,1,"Married","FEMALE","White",28,0,0
9171,19327,0,"Married","Male","Black",31,1,1
9172,19328,1,"Married","Female","White",30,1,1
9172,19329,0,"Married","Male","Black",30,0,0
9172,19330,0,"Single","Male","White",5,0,1
9172,19331,0,"Single","Female","White",4,0,1
9173,19332,1,"Married","F","Black",32,1,1
9173,19333,0,"Married","Male","White",32,1,1
9174,19334,1,"Married","F","Asian",32,1,1
9174,19335,0,"Married","Male","White",33,1,1
9174,19336,0,"Single","FEMALE","Asian",5,0,1
9175,19337,1,"Married","Female","White",32,0,0
9175,19338,0,"Married","Male","White",31,0,1
9175,19339,0,"Single","Female","White",2,0,0
9176,19340,1,"Single","Female","White",29,1,1
9176,19341,0,"Single","MALE","Asian",26,1,1
9176,19342,0,"Single","Male","White",5,0,1
9177,19343,1,"Single","Female","White",30,0,1
9178,19344,1,"Single","F","Black",31,1,0
9178,19345,0,"Single","Male","Asian",32,0,1
9178,19346,0,"Single","Female","Black",7,0,0
9179,19347,1,"Married","Female","Asian",32,1,1
9179,19348,0,"Married","Male","Asian",31,1,1
9180,19349,1,"Single","Female","Asian",32,0,1
9180,19350,0,"Single","M","Asian",32,0,0
9180,19351,0,"Single","Female","Asian",7,0,1
9181,19352,1,"Single","Male","Black",25,0,0
9182,19353,1,"Married","Female","Black",34,0,1
9182,19354,0,"Married","Male","White",34,0,0
9182,19355,0,"Single","Male","Black",2,0,1
9183,19356,1,"Single","Male","White",32,1,0
9184,19357,1,"Married","Female","Black",33,1,1
9184,19358,0,"Married","Male","Asian",34,1,1
9185,19359,1,"Single","Female","White",26,1,1
9186,19360,1,"Married","Female","White",31,0,0
9186,19361,0,"Married","Male","White",33,0,1
9187,19362,1,"Single","F","White",34,0,1
9187,19363,0,"Single","Male","White",33,1,0
9187,19364,0,"Single","Male","White",6,0,0
9187,19365,0,"Single","Female","White",6,0,0
9188,19366,1,"Married","Female","Asian",32,1,1
9188,19367,0,"Married","Male","White",33,0,1
9188,19368,0,"Single","FEMALE","Asian",2,0,1
9188,19369,0,"Single","Male","Asian",7,0,1
9189,19370,1,"Married","F","Black",34,0,0
9189,19371,0,"Married","Male","White",31,0,1
9189,19372,0,"Single","MALE","Black",3,0,0
9190,19373,1,"Married","Female","White",32,1,0
9190,19374,0,"Married","Male","White",34,1,1
9190,19375,0,"Single","MALE","White",4,0,0
9190,19376,0,"Single","FEMALE","White",5,0,0
9191,19377,1,"Married","Female","White",28,1,1
9191,19378,0,"Married","Male","Asian",25,0,1
9191,19379,0,"Single","Female","White",6,0,1
9192,19380,1,"Single","Male","White",32,1,1
9192,19381,0,"Single","Female","White",7,0,1
9193,19382,1,"Single","Female","Asian",34,0,1
9193,19383,0,"Single","Male","White",27,0,0
9193,19384,0,"Single","M","Asian",5,0,1
9194,19385,1,"Married","Female","White",30,0,1
9194,19386,0,"Married","Male","White",28,1,1
9195,19387,1,"Single","Female","Asian",34,0,0
9195,19388,0,"Single","Male","White",28,0,0
9196,19389,1,"Single","Female","Asian",34,0,1
9196,19390,0,"Single","MALE","Asian",34,0,0
9197,19391,1,"Married","Female","Black",25,0,1
9197,19392,0,"Married","Male","Asian",29,1,1
9197,19393,0,"Single","Male","Black",7,0,1
9198,19394,1,"Single","Male","White",32,0,0
9199,19395,1,"Married","F","White",31,1,1
9199,19396,0,"Married","Male","White",31,1,1
9200,19397,1,"Single","Female","White",33,1,1
9200,19398,0,"Single","Male","White",32,0,1
9200,19399,0,"Single","Female","White",2,0,1
9200,19400,0,"Single","Male","White",2,0,1
9201,19401,1,"Single","Female","White",33,0,1
9201,19402,0,"Single","Male","Asian",25,1,0
9201,19403,0,"Single","Female","White",2,0,0
9201,19404,0,"Single","FEMALE","White",4,0,1
9202,19405,1,"Single","Male","Asian",28,1,1
9203,19406,1,"Single","Male","White",33,0,0
9204,19407,1,"Single","Male","White",33,1,0
9205,19408,1,"Single","Female","White",28,0,1
9205,19409,0,"Single","M","White",25,0,1
9205,19410,0,"Single","Male","White",4,0,1
9206,19411,1,"Single","Female","Asian",30,0,1
9206,19412,0,"Single","Male","White",26,1,1
9207,19413,1,"Single","Female","White",30,1,1
9207,19414,0,"Single","Male","Asian",33,1,0
9208,19415,1,"Single","Male","White",32,0,1
9209,19416,1,"Single","Male","White",27,0,0
9210,19417,1,"Single","Male","White",33,0,1
9211,19418,1,"Married","Female","White",26,0,1
9211,19419,0,"Married","Male","Asian",33,1,0
9211,19420,0,"Single","Male","White",7,0,1
9212,19421,1,"Single","Female","White",32,0,1
9212,19422,0,"Single","Male","Asian",25,0,1
9213,19423,1,"Single","Female","White",26,1,0
9214,19424,1,"Married","Female","Asian",30,1,0
9214,19425,0,"Married","Male","Asian",33,1,0
9215,19426,1,"Single","Female","Asian",33,1,1
9215,19427,0,"Single","MALE","White",34,1,1
9215,19428,0,"Single","Female","Asian",3,0,0
9216,19429,1,"Single","Female","Asian",29,0,1
9217,19430,1,"Married","Female","White",32,1,1
9217,19431,0,"Married","Male","Asian",26,0,1
9218,19432,1,"Single","Female","White",30,0,0
9219,19433,1,"Single","Male","White",25,1,1
9220,19434,1,"Married","Female","Asian",30,0,1
9220,19435,0,"Married","Male","Asian",25,1,1
9220,19436,0,"Single","F","Asian",7,0,1
9221,19437,1,"Single","Male","Asian",25,0,1
9222,19438,1,"Single","Female","Asian",32,1,0
9222,19439,0,"Single","Male","White",34,0,0
9223,19440,1,"Single","Female","Asian",27,1,0
9223,19441,0,"Single","Female","Asian",2,0,0
9224,19442,1,"Single","Male","White",32,1,0
9225,19443,1,"Married","Female","White",28,1,1
9225,19444,0,"Married","Male","White",33,1,1
9225,19445,0,"Single","Female","White",6,0,1
9226,19446,1,"Single","Male","Asian",33,1,0
9227,19447,1,"Single","MALE","White",30,0,0
9228,19448,1,"Single","Female","White",33,0,1
9229,19449,1,"Single","Female","White",29,0,1
9229,19450,0,"Single","Male","White",29,0,1
9230,19451,1,"Single","Female","White",32,1,1
9230,19452,0,"Single","Male","Black",29,1,1
9231,19453,1,"Single","Female","Asian",31,1,0
9231,19454,0,"Single","Female","Asian",2,0,1
9232,19455,1,"Single","Male","White",27,1,1
9233,19456,1,"Married","FEMALE","White",32,1,1
9233,19457,0,"Married","Male","White",31,1,1
9234,19458,1,"Married","F","White",33,1,1
9234,19459,0,"Married","Male","White",26,0,1
9234,19460,0,"Single","Female","White",3,0,1
9235,19461,1,"Single","Female","White",33,0,1
9235,19462,0,"Single","Male","White",31,0,1
9236,19463,1,"Single","MALE","Asian",31,0,1
9237,19464,1,"Single","Female","White",32,0,1
9237,19465,0,"Single","Male","White",26,0,1
9237,19466,0,"Single","Female","White",6,0,1
9237,19467,0,"Single","Female","White",3,0,1
9238,19468,1,"Single","Female","White",25,1,1
9238,19469,0,"Single","Male","White",34,1,0
9238,19470,0,"Single","Female","White",7,0,1
9239,19471,1,"Single","Female","White",30,1,1
9239,19472,0,"Single","Male","White",2,0,1
9240,19473,1,"Married","Female","White",33,1,1
9240,19474,0,"Married","Male","White",25,0,1
9241,19475,1,"Married","FEMALE","White",28,0,1
9241,19476,0,"Married","Male","White",30,1,1
9242,19477,1,"Married","Female","White",32,1,1
9242,19478,0,"Married","Male","White",32,0,0
9243,19479,1,"Single","Female","White",33,1,1
9243,19480,0,"Single","Male","Asian",31,0,1
9244,19481,1,"Single","FEMALE","White",34,1,0
9244,19482,0,"Single","Male","White",27,1,1
9245,19483,1,"Single","Male","White",28,0,0
9246,19484,1,"Single","FEMALE","White",32,0,1
9246,19485,0,"Single","Male","White",31,0,0
9246,19486,0,"Single","Female","White",6,0,1
9247,19487,1,"Single","Male","White",33,1,1
9248,19488,1,"Single","Male","Asian",34,0,1
9248,19489,0,"Single","Female","Asian",7,0,1
9249,19490,1,"Single","Male","Black",25,0,0
9250,19491,1,"Single","Male","White",33,0,0
9250,19492,0,"Single","Male","White",6,0,0
9250,19493,0,"Single","Male","White",6,0,1
9251,19494,1,"Single","Female","White",32,1,1
9251,19495,0,"Single","Female","White",6,0,1
9252,19496,1,"Single","FEMALE","White",25,0,1
9252,19497,0,"Single","Male","White",32,0,0
9253,19498,1,"Single","Male","White",27,1,0
9254,19499,1,"Single","Male","Asian",31,1,0
9255,19500,1,"Single","Male","White",32,0,1
9256,19501,1,"Single","Female","White",34,1,1
9256,19502,0,"Single","Male","White",32,0,0
9257,19503,1,"Single","F","White",33,0,0
9257,19504,0,"Single","Male","White",34,1,1
9258,19505,1,"Single","Female","White",30,0,1
9258,19506,0,"Single","Male","White",30,1,1
9258,19507,0,"Single","M","White",6,0,1
9259,19508,1,"Single","Male","Asian",34,1,0
9260,19509,1,"Single","Male","Asian",29,1,1
9261,19510,1,"Single","Female","White",30,0,1
9261,19511,0,"Single","Male","White",32,1,0
9262,19512,1,"Married","F","White",31,1,1
9262,19513,0,"Married","Male","White",27,0,1
9263,19514,1,"Single","Male","White",30,1,0
9264,19515,1,"Single","MALE","White",34,1,1
9265,19516,1,"Single","Female","Asian",28,0,1
9265,19517,0,"Single","Male","White",30,0,1
9266,19518,1,"Married","Female","White",28,0,1
9266,19519,0,"Married","Male","White",32,0,0
9266,19520,0,"Single","Male","White",3,0,1
9267,19521,1,"Married","Female","White",32,0,1
9267,19522,0,"Married","MALE","Black",28,0,1
9267,19523,0,"Single","Female","White",4,0,1
9268,19524,1,"Single","Female","White",34,1,1
9268,19525,0,"Single","Male","White",32,1,1
9268,19526,0,"Single","Male","White",3,0,0
9269,19527,1,"Single","Male","White",31,1,0
9270,19528,1,"Married","FEMALE","White",31,0,1
9270,19529,0,"Married","Male","White",25,1,1
9270,19530,0,"Single","Female","White",4,0,1
9270,19531,0,"Single","Female","White",3,0,0
9271,19532,1,"Married","FEMALE","White",32,0,0
9271,19533,0,"Married","Male","White",34,0,0
9271,19534,0,"Single","Male","White",7,0,1
9272,19535,1,"Single","Male","White",30,0,0
9273,19536,1,"Single","Female","White",30,0,0
9273,19537,0,"Single","Male","White",33,0,1
9274,19538,1,"Single","Male","White",30,0,0
9275,19539,1,"Single","Female","White",27,0,1
9275,19540,0,"Single","Male","White",30,1,0
9275,19541,0,"Single","Female","White",6,0,1
9276,19542,1,"Single","Male","Asian",34,1,0
9276,19543,0,"Single","Female","Asian",4,0,1
9277,19544,1,"Single","Female","White",33,0,0
9277,19545,0,"Single","Male","White",31,1,1
9277,19546,0,"Single","Male","White",2,0,1
9278,19547,1,"Single","Female","White",33,1,1
9279,19548,1,"Married","Female","White",30,0,1
9279,19549,0,"Married","Male","White",26,1,1
9279,19550,0,"Single","Male","White",2,0,1
9279,19551,0,"Single","Female","White",7,0,0
9280,19552,1,"Single","Female","Black",33,1,1
9280,19553,0,"Single","Male","White",26,0,1
9281,19554,1,"Single","FEMALE","White",30,1,1
9281,19555,0,"Single","Male","White",28,0,1
9282,19556,1,"Married","Female","Black",34,1,1
9282,19557,0,"Married","Male","White",28,1,0
9282,19558,0,"Single","M","Black",7,0,0
9283,19559,1,"Married","Female","White",32,1,1
9283,19560,0,"Married","Male","White",34,1,1
9284,19561,1,"Single","Male","White",25,1,1
9285,19562,1,"Single","Male","White",32,1,1
9286,19563,1,"Single","Female","White",30,1,0
9286,19564,0,"Single","Male","White",27,1,1
9287,19565,1,"Married","Female","White",28,0,1
9287,19566,0,"Married","Male","Black",32,1,1
9288,19567,1,"Single","Female","White",27,1,1
9288,19568,0,"Single","Male","White",33,0,1
9289,19569,1,"Single","Female","Asian",27,1,1
9289,19570,0,"Single","Male","Black",32,1,0
9290,19571,1,"Single","Male","Asian",28,0,1
9291,19572,1,"Single","Female","White",31,1,0
9291,19573,0,"Single","Male","White",32,1,1
9292,19574,1,"Single","Male","Asian",29,1,0
9292,19575,0,"Single","Male","Asian",7,0,1
9293,19576,1,"Single","Female","Asian",31,1,1
9293,19577,0,"Single","Male","White",33,0,0
9293,19578,0,"Single","Female","Asian",3,0,1
9293,19579,0,"Single","Female","Asian",2,0,1
9294,19580,1,"Single","Male","White",30,0,1
9295,19581,1,"Single","Female","White",32,1,0
9295,19582,0,"Single","Male","White",31,1,0
9295,19583,0,"Single","Male","White",2,0,1
9296,19584,1,"Single","F","White",32,0,1
9296,19585,0,"Single","Female","White",6,0,0
9296,19586,0,"Single","Male","White",4,0,0
9297,19587,1,"Single","Male","Black",30,1,1
9298,19588,1,"Single","Male","White",33,1,1
9299,19589,1,"Single","Male","White",31,1,0
9299,19590,0,"Single","FEMALE","White",7,0,1
9299,19591,0,"Single","FEMALE","White",2,0,1
9300,19592,1,"Single","Female","White",31,0,0
9300,19593,0,"Single","Female","White",7,0,1
9301,19594,1,"Single","Female","Black",29,0,1
9301,19595,0,"Single","Male","White",34,1,0
9301,19596,0,"Single","M","Black",6,0,0
9302,19597,1,"Married","F","White",34,0,0
9302,19598,0,"Married","Male","White",25,1,0
9302,19599,0,"Single","FEMALE","White",2,0,1
9302,19600,0,"Single","Male","White",4,0,1
9303,19601,1,"Single","Female","Asian",28,0,1
9304,19602,1,"Married","FEMALE","Black",33,0,0
9304,19603,0,"Married","Male","White",32,0,1
9304,19604,0,"Single","Female","Black",3,0,1
9305,19605,1,"Single","Male","White",26,0,0
9306,19606,1,"Single","F","Black",32,1,1
9307,19607,1,"Single","Female","Asian",31,0,1
9308,19608,1,"Single","Female","Black",29,0,1
9308,19609,0,"Single","Male","White",34,1,1
9308,19610,0,"Single","F","Black",6,0,1
9309,19611,1,"Single","Male","Asian",33,1,1
9310,19612,1,"Single","Female","White",34,1,1
9310,19613,0,"Single","Male","White",29,0,0
9310,19614,0,"Single","Female","White",3,0,1
9311,19615,1,"Married","Female","Black",28,1,1
9311,19616,0,"Married","Male","White",33,1,1
9311,19617,0,"Single","Male","Black",3,0,1
9312,19618,1,"Single","Female","Asian",30,1,1
9312,19619,0,"Single","Male","White",33,1,0
9312,19620,0,"Single","Female","Asian",5,0,0
9312,19621,0,"Single","Male","Asian",2,0,1
9313,19622,1,"Single","Female","Asian",31,1,1
9313,19623,0,"Single","Male","Black",31,0,1
9313,19624,0,"Single","Male","Asian",3,0,1
9314,19625,1,"Married","Female","Asian",30,1,1
9314,19626,0,"Married","Male","White",33,1,1
9315,19627,1,"Single","Female","White",34,1,1
9315,19628,0,"Single","Male","White",27,1,1
9316,19629,1,"Single","Female","White",26,1,1
9316,19630,0,"Single","Male","Asian",34,1,0
9317,19631,1,"Single","Female","White",26,0,0
9317,19632,0,"Single","Male","White",5,0,1
9317,19633,0,"Single","Female","White",6,0,0
9318,19634,1,"Married","Female","White",32,0,1
9318,19635,0,"Married","Male","White",30,1,1
9318,19636,0,"Single","Female","White",6,0,1
9318,19637,0,"Single","Male","White",3,0,1
9319,19638,1,"Married","F","White",29,1,0
9319,19639,0,"Married","Male","White",29,1,1
9320,19640,1,"Single","Female","White",33,1,0
9320,19641,0,"Single","Male","White",32,1,1
9320,19642,0,"Single","Female","White",5,0,1
9321,19643,1,"Single","Female","White",28,1,0
9321,19644,0,"Single","Male","White",33,1,1
9321,19645,0,"Single","Female","White",6,0,1
9322,19646,1,"Single","Female","White",28,1,1
9322,19647,0,"Single","Male","White",30,1,1
9323,19648,1,"Single","Female","Asian",33,0,1
9323,19649,0,"Single","Male","White",27,1,1
9324,19650,1,"Single","Male","White",30,1,0
9325,19651,1,"Single","Female","White",31,0,1
9325,19652,0,"Single","Male","Black",25,1,1
9326,19653,1,"Married","Female","Black",34,1,1
9326,19654,0,"Married","Male","White",34,0,0
9326,19655,0,"Single","Male","Black",5,0,1
9327,19656,1,"Single","Male","White",33,1,0
9327,19657,0,"Single","Female","White",7,0,1
9327,19658,0,"Single","Male","White",2,0,1
9328,19659,1,"Single","Male","Asian",31,1,1
9329,19660,1,"Married","Female","White",30,0,1
9329,19661,0,"Married","Male","Black",31,1,1
9329,19662,0,"Single","MALE","White",4,0,1
9330,19663,1,"Single","Male","White",31,0,0
9331,19664,1,"Married","Female","White",34,1,1
9331,19665,0,"Married","Male","White",34,0,1
9331,19666,0,"Single","Male","White",2,0,1
9332,19667,1,"Single","Male","White",34,0,1
9333,19668,1,"Single","Male","Black",32,0,0
9334,19669,1,"Married","Female","White",34,0,1
9334,19670,0,"Married","Male","White",28,0,1
9335,19671,1,"Married","Female","White",32,1,0
9335,19672,0,"Married","Male","White",32,0,1
9335,19673,0,"Single","Male","White",2,0,0
9336,19674,1,"Single","Female","White",31,0,1
9336,19675,0,"Single","Male","White",30,0,1
9336,19676,0,"Single","Male","White",6,0,0
9337,19677,1,"Single","Male","White",30,1,1
9338,19678,1,"Single","Female","White",33,1,1
9338,19679,0,"Single","Male","White",31,0,1
9338,19680,0,"Single","Female","White",2,0,1
9339,19681,1,"Single","Female","White",25,1,0
9340,19682,1,"Single","Female","Asian",29,1,1
9340,19683,0,"Single","F","Asian",3,0,1
9341,19684,1,"Single","Female","White",31,0,1
9341,19685,0,"Single","Male","White",32,1,1
9342,19686,1,"Single","Male","White",31,1,1
9343,19687,1,"Single","F","White",28,1,1
9344,19688,1,"Single","Male","Asian",32,1,1
9345,19689,1,"Single","Female","White",34,0,1
9345,19690,0,"Single","Male","Asian",34,0,1
9346,19691,1,"Married","Female","White",34,0,1
9346,19692,0,"Married","Male","Black",31,1,1
9346,19693,0,"Single","Male","White",3,0,1
9346,19694,0,"Single","Male","White",5,0,0
9347,19695,1,"Single","Female","White",31,0,1
9347,19696,0,"Single","Male","White",34,0,1
9347,19697,0,"Single","Female","White",3,0,1
9348,19698,1,"Single","Female","Black",27,1,1
9348,19699,0,"Single","Male","White",33,1,1
9349,19700,1,"Married","Female","Asian",34,0,1
9349,19701,0,"Married","Male","White",33,0,0
9350,19702,1,"Single","Male","White",34,0,0
9351,19703,1,"Single","Male","White",27,1,1
9352,19704,1,"Single","Female","White",27,0,1
9353,19705,1,"Single","Male","White",26,1,1
9354,19706,1,"Single","Female","White",32,0,1
9354,19707,0,"Single","Male","White",31,1,1
9355,19708,1,"Single","Female","Black",32,0,0
9356,19709,1,"Single","Female","Asian",33,0,1
9356,19710,0,"Single","MALE","White",30,1,1
9356,19711,0,"Single","FEMALE","Asian",4,0,1
9357,19712,1,"Single","Female","White",30,1,1
9357,19713,0,"Single","Male","White",30,1,1
9358,19714,1,"Single","Female","White",30,0,1
9358,19715,0,"Single","Male","White",29,0,1
9358,19716,0,"Single","Male","White",3,0,1
9359,19717,1,"Single","Female","White",33,1,1
9359,19718,0,"Single","Male","White",31,1,1
9360,19719,1,"Single","Female","White",30,1,1
9360,19720,0,"Single","Male","White",31,1,1
9360,19721,0,"Single","Male","White",5,0,1
9360,19722,0,"Single","Female","White",2,0,0
9361,19723,1,"Single","Female","White",32,1,1
9361,19724,0,"Single","Male","Black",30,0,0
9362,19725,1,"Married","Female","White",28,0,1
9362,19726,0,"Married","Male","White",33,0,0
9362,19727,0,"Single","Male","White",2,0,1
9363,19728,1,"Single","Male","White",34,0,0
9364,19729,1,"Single","Female","Black",34,0,1
9364,19730,0,"Single","Male","White",34,1,0
9364,19731,0,"Single","Male","Black",5,0,1
9364,19732,0,"Single","Female","Black",2,0,1
9365,19733,1,"Single","Female","White",28,0,0
9365,19734,0,"Single","Male","White",31,0,1
9365,19735,0,"Single","F","White",2,0,0
9366,19736,1,"Single","Male","White",26,1,1
9366,19737,0,"Single","Male","White",7,0,1
9366,19738,0,"Single","Female","White",4,0,1
9367,19739,1,"Single","Female","Asian",28,1,1
9367,19740,0,"Single","Male","White",32,0,0
9368,19741,1,"Single","Male","White",31,1,0
9369,19742,1,"Single","Female","Asian",30,1,1
9369,19743,0,"Single","Male","White",25,0,0
9370,19744,1,"Single","Female","White",30,0,1
9370,19745,0,"Single","Male","Black",31,1,0
9371,19746,1,"Married","Female","White",34,1,1
9371,19747,0,"Married","Male","White",28,1,1
9372,19748,1,"Single","Female","Black",32,0,1
9372,19749,0,"Single","Male","Black",6,0,0
9372,19750,0,"Single","Male","Black",3,0,1
9373,19751,1,"Single","Female","White",34,1,1
9373,19752,0,"Single","Male","Black",33,1,1
9373,19753,0,"Single","Female","White",4,0,1
9374,19754,1,"Married","Female","White",31,0,1
9374,19755,0,"Married","Male","White",27,0,1
9374,19756,0,"Single","Female","White",5,0,1
9375,19757,1,"Single","Female","White",28,0,1
9376,19758,1,"Single","Female","White",33,1,1
9376,19759,0,"Single","Male","White",28,0,0
9376,19760,0,"Single","Female","White",2,0,0
9376,19761,0,"Single","FEMALE","White",5,0,0
9377,19762,1,"Single","Male","White",28,1,1
9378,19763,1,"Married","Female","Black",27,0,0
9378,19764,0,"Married","Male","White",29,1,1
9379,19765,1,"Single","Male","Black",31,1,1
9379,19766,0,"Single","Male","Black",5,0,1
9380,19767,1,"Married","F","White",33,0,1
9380,19768,0,"Married","Male","White",34,1,0
9380,19769,0,"Single","Female","White",7,0,1
9381,19770,1,"Single","M","White",33,0,1
9382,19771,1,"Single","Male","Black",25,0,1
9383,19772,1,"Single","Female","White",33,0,0
9383,19773,0,"Single","Male","White",32,1,1
9384,19774,1,"Single","Male","Asian",33,0,0
9385,19775,1,"Single","Female","White",31,1,1
