hh_id,hh_income,is_urban,is_owner_of_home,tercile_of_census_tract_income
7920,51500,0,0,"Middle"
7921,101400,1,1,"Middle"
7922,110400,1,1,"Top"
7923,106200,1,0,"Top"
7924,49000,1,0,"Top"
7925,45900,1,0,"Top"
7926,107400,1,0,"Bottom"
7927,95600,0,0,"Middle"
7928,105200,1,1,"Middle"
7929,54900,0,0,"Top"
7930,83400,1,0,"Top"
7931,57100,1,0,"Top"
7932,89200,0,1,"Top"
7933,115000,1,1,"Middle"
7934,90600,1,1,"Top"
7935,101400,1,0,"Top"
7936,86200,1,1,"Middle"
7937,58700,0,0,"Top"
7938,54500,1,0,"Top"
7939,52200,1,0,"Bottom"
7940,85600,1,0,"Middle"
7941,48500,1,0,"Middle"
7942,106600,1,0,"Top"
7943,41500,1,0,"Middle"
7944,110000,0,1,"Middle"
7945,46400,1,0,"Middle"
7946,50900,0,0,"Top"
7947,100600,0,0,"Top"
7948,87200,1,0,"Middle"
7949,88800,0,1,"Top"
7950,94200,0,1,"Top"
7951,96200,1,0,"Middle"
7952,100800,1,0,"Top"
7953,103600,0,1,"Top"
7954,109400,1,0,"Top"
7955,37800,1,0,"Top"
7956,55200,1,0,"Top"
7957,77800,1,0,"Top"
7958,54400,1,0,"Middle"
7959,55500,0,0,"Top"
7960,102200,0,0,"Top"
7961,96400,1,1,"Middle"
7962,97000,1,0,"Top"
7963,88400,1,0,"Middle"
7964,106200,1,0,"Bottom"
7965,48100,0,0,"Top"
7966,105800,1,0,"Bottom"
7967,47300,1,0,"Top"
7968,46600,1,0,"Top"
7969,44300,1,0,"Top"
7970,51100,1,0,"Bottom"
7971,100400,0,1,"Top"
7972,90600,0,0,"Top"
7973,106000,1,1,"Top"
7974,121000,1,0,"Top"
7975,54000,1,0,"Top"
7976,95600,1,0,"Middle"
7977,43700,0,0,"Top"
7978,47900,1,0,"Top"
7979,113000,0,1,"Top"
7980,101400,0,0,"Top"
7981,111200,1,1,"Top"
7982,96000,1,0,"Middle"
7983,97000,1,0,"Top"
7984,93400,1,0,"Top"
7985,114000,1,1,"Top"
7986,121600,0,1,"Middle"
7987,103000,0,1,"Top"
7988,90600,0,1,"Top"
7989,38600,1,0,"Top"
7990,116200,0,0,"Bottom"
7991,95600,0,0,"Top"
7992,52900,1,0,"Top"
7993,90400,1,1,"Bottom"
7994,50000,0,0,"Top"
7995,46300,1,0,"Top"
7996,56300,1,0,"Bottom"
7997,102600,1,1,"Top"
7998,97400,1,0,"Top"
7999,46700,1,0,"Top"
8000,93800,0,0,"Top"
8001,112000,0,1,"Middle"
8002,123600,0,0,"Middle"
8003,114800,1,0,"Top"
8004,105800,1,0,"Top"
8005,87400,1,1,"Top"
8006,44300,1,0,"Top"
8007,46100,1,0,"Bottom"
8008,102800,1,0,"Bottom"
8009,93600,1,1,"Middle"
8010,95800,0,0,"Top"
8011,52300,1,0,"Top"
8012,122600,1,0,"Top"
8013,42700,0,0,"Top"
8014,107400,0,1,"Top"
8015,111000,1,1,"Top"
8016,48700,1,0,"Top"
8017,75600,0,0,"Bottom"
8018,117000,1,0,"Top"
8019,46600,0,0,"Top"
8020,53500,0,0,"Top"
8021,98200,1,0,"Top"
8022,117400,1,1,"Top"
8023,110800,1,0,"Top"
8024,86400,0,1,"Top"
8025,48500,1,0,"Bottom"
8026,119400,1,1,"Top"
8027,93200,1,1,"Top"
8028,40500,0,0,"Top"
8029,109600,0,0,"Middle"
8030,93600,0,1,"Middle"
8031,127200,0,1,"Top"
8032,93400,0,0,"Top"
8033,118200,1,0,"Top"
8034,49800,1,0,"Top"
8035,46600,1,0,"Top"
8036,48600,1,0,"Top"
8037,94000,1,0,"Top"
8038,91200,0,1,"Top"
8039,54600,0,0,"Bottom"
8040,94600,0,0,"Top"
8041,99000,0,0,"Top"
8042,45500,1,0,"Top"
8043,44600,0,0,"Top"
8044,113400,1,0,"Top"
8045,54500,0,0,"Bottom"
8046,54400,1,0,"Middle"
8047,55600,0,0,"Bottom"
8048,53800,1,0,"Bottom"
8049,50500,0,0,"Middle"
8050,106000,0,0,"Top"
8051,100200,1,0,"Top"
8052,48800,1,0,"Bottom"
8053,116400,1,0,"Top"
8054,101800,1,0,"Middle"
8055,46300,1,0,"Top"
8056,51800,1,0,"Top"
8057,103000,1,0,"Top"
8058,92000,1,0,"Bottom"
8059,50900,1,0,"Top"
8060,88200,1,0,"Top"
8061,52400,1,0,"Middle"
8062,97600,1,0,"Top"
8063,89000,1,0,"Bottom"
8064,47600,1,0,"Top"
8065,100200,1,0,"Bottom"
8066,48000,1,0,"Top"
8067,45700,0,0,"Top"
8068,100200,1,1,"Top"
8069,91400,1,1,"Middle"
8070,53100,1,0,"Top"
8071,51200,1,0,"Bottom"
8072,49000,1,0,"Bottom"
8073,52500,0,0,"Top"
8074,105400,1,0,"Middle"
8075,113000,1,0,"Top"
8076,104600,1,0,"Top"
8077,96800,1,0,"Top"
8078,87200,0,0,"Top"
8079,112600,0,1,"Middle"
8080,101600,1,1,"Top"
8081,45700,1,0,"Middle"
8082,85400,0,0,"Middle"
8083,45600,0,0,"Top"
8084,48700,1,0,"Top"
8085,106400,1,1,"Top"
8086,93600,1,0,"Top"
8087,108600,1,1,"Top"
8088,41600,1,0,"Middle"
8089,128800,1,0,"Top"
8090,100800,0,1,"Bottom"
8091,53300,0,0,"Top"
8092,104400,1,1,"Top"
8093,51100,1,0,"Top"
8094,61700,1,0,"Bottom"
8095,87600,0,0,"Top"
8096,42800,0,0,"Middle"
8097,44500,1,0,"Top"
8098,59100,1,0,"Bottom"
8099,55800,0,0,"Middle"
8100,43900,0,0,"Top"
8101,89800,1,0,"Top"
8102,95200,0,0,"Bottom"
8103,120600,1,0,"Top"
8104,97400,1,1,"Top"
8105,107800,0,0,"Top"
8106,102600,1,1,"Top"
8107,91000,0,0,"Top"
8108,118000,0,0,"Top"
8109,99200,0,1,"Top"
8110,110600,1,1,"Top"
8111,113400,0,0,"Top"
8112,87800,0,1,"Top"
8113,100200,1,1,"Bottom"
8114,94000,0,0,"Middle"
8115,42700,1,0,"Top"
8116,83800,1,1,"Top"
8117,114800,1,0,"Middle"
8118,52400,1,0,"Top"
8119,90200,0,0,"Top"
8120,53500,1,0,"Top"
8121,102600,0,0,"Middle"
8122,49200,0,0,"Top"
8123,109000,1,0,"Middle"
8124,100200,1,0,"Top"
8125,55300,0,0,"Top"
8126,85800,0,1,"Middle"
8127,55600,0,0,"Bottom"
8128,92600,1,0,"Top"
8129,50600,0,0,"Top"
8130,52800,1,0,"Top"
8131,93800,1,0,"Top"
8132,85200,1,1,"Middle"
8133,103600,0,0,"Top"
8134,49200,0,0,"Top"
8135,57000,0,0,"Top"
8136,110200,1,1,"Middle"
8137,46400,1,0,"Top"
8138,52500,0,0,"Top"
8139,47200,1,0,"Top"
8140,114800,0,1,"Top"
8141,96000,0,0,"Top"
8142,84200,1,1,"Top"
8143,49600,1,0,"Top"
8144,90000,0,0,"Top"
8145,93800,1,0,"Top"
8146,53400,1,0,"Top"
8147,50100,1,0,"Middle"
8148,114200,1,1,"Top"
8149,48600,1,0,"Top"
8150,109800,0,0,"Top"
8151,47800,0,0,"Top"
8152,113400,1,1,"Bottom"
8153,55400,1,0,"Top"
8154,91400,1,0,"Top"
8155,115800,1,0,"Top"
8156,47600,0,0,"Top"
8157,101200,1,0,"Top"
8158,104600,1,1,"Top"
8159,54200,1,0,"Top"
8160,44300,1,0,"Top"
8161,118600,1,0,"Top"
8162,54200,1,0,"Top"
8163,89000,1,1,"Top"
8164,102800,1,0,"Top"
8165,86200,0,1,"Bottom"
8166,102000,0,0,"Bottom"
8167,77200,1,0,"Middle"
8168,88400,1,0,"Top"
8169,98600,1,1,"Middle"
8170,41600,0,0,"Top"
8171,115800,1,0,"Bottom"
8172,112600,0,1,"Bottom"
8173,93400,0,0,"Bottom"
8174,56800,1,0,"Top"
8175,103200,0,0,"Top"
8176,107000,1,1,"Top"
8177,99400,1,1,"Middle"
8178,91800,1,0,"Top"
8179,44100,0,0,"Top"
8180,51300,1,0,"Top"
8181,49100,1,0,"Top"
8182,96000,0,0,"Top"
8183,98400,1,1,"Middle"
8184,47800,1,0,"Top"
8185,54900,0,0,"Top"
8186,57300,1,0,"Top"
8187,92400,0,1,"Top"
8188,85000,0,0,"Top"
8189,103800,1,0,"Bottom"
8190,49000,1,0,"Top"
8191,55500,1,0,"Top"
8192,99200,0,0,"Middle"
8193,97200,1,0,"Top"
8194,100200,0,0,"Top"
8195,47100,1,0,"Bottom"
8196,47800,1,0,"Top"
8197,86200,1,1,"Top"
8198,105600,1,1,"Top"
8199,47000,0,0,"Middle"
8200,100800,0,0,"Top"
8201,50900,0,0,"Middle"
8202,50200,1,0,"Top"
8203,113000,1,1,"Top"
8204,51500,0,0,"Middle"
8205,76200,1,0,"Middle"
8206,52600,0,0,"Middle"
8207,39600,1,0,"Top"
8208,81400,1,1,"Top"
8209,90000,1,1,"Top"
8210,85400,1,1,"Top"
8211,48100,1,0,"Bottom"
8212,46400,0,0,"Middle"
8213,105000,0,0,"Top"
8214,100800,0,0,"Top"
8215,100800,1,0,"Top"
8216,52100,1,0,"Top"
8217,85800,1,1,"Top"
8218,96800,1,0,"Top"
8219,102200,1,1,"Middle"
8220,93600,1,1,"Top"
8221,49800,1,0,"Top"
8222,91600,1,0,"Top"
8223,50900,0,0,"Middle"
8224,83200,0,0,"Top"
8225,50700,0,0,"Top"
8226,97600,1,1,"Middle"
8227,98800,0,0,"Top"
8228,51500,0,0,"Top"
8229,93800,1,0,"Middle"
8230,100400,1,0,"Top"
8231,54200,0,0,"Top"
8232,85200,0,0,"Bottom"
8233,101800,1,1,"Top"
8234,109400,1,1,"Bottom"
8235,96000,1,0,"Top"
8236,49000,1,0,"Bottom"
8237,47900,1,0,"Middle"
8238,80800,1,0,"Top"
8239,45100,1,0,"Top"
8240,58200,1,0,"Top"
8241,103000,1,1,"Bottom"
8242,87000,1,0,"Top"
8243,90800,0,0,"Top"
8244,93600,1,1,"Top"
8245,94400,1,0,"Middle"
8246,90800,0,0,"Top"
8247,49100,0,0,"Top"
8248,105000,1,1,"Top"
8249,105200,0,1,"Middle"
8250,89600,1,1,"Bottom"
8251,105600,0,1,"Bottom"
8252,41400,0,0,"Top"
8253,87400,1,0,"Top"
8254,49200,0,0,"Top"
8255,54700,0,0,"Top"
8256,43100,1,0,"Top"
8257,103400,0,1,"Middle"
8258,99200,0,0,"Top"
8259,104000,1,0,"Top"
8260,55900,1,0,"Top"
8261,107800,0,0,"Top"
8262,102200,0,0,"Bottom"
8263,103400,0,0,"Middle"
8264,98200,1,1,"Middle"
8265,53800,0,0,"Top"
8266,45500,1,0,"Middle"
8267,50900,1,0,"Top"
8268,100600,0,0,"Top"
8269,92400,1,1,"Top"
8270,97400,0,0,"Top"
8271,105000,0,1,"Top"
8272,86000,1,0,"Top"
8273,101400,0,1,"Bottom"
8274,105800,1,0,"Top"
8275,94600,1,0,"Top"
8276,93200,1,1,"Top"
8277,96000,0,0,"Middle"
8278,47100,0,0,"Top"
8279,94600,1,0,"Middle"
8280,93600,1,1,"Top"
8281,76200,0,1,"Top"
8282,106000,0,0,"Top"
8283,98400,0,0,"Top"
8284,54700,1,0,"Top"
8285,103000,1,1,"Top"
8286,98000,0,0,"Middle"
8287,96000,0,1,"Middle"
8288,99800,1,0,"Middle"
8289,46200,1,0,"Top"
8290,45100,0,0,"Top"
8291,105600,1,1,"Top"
8292,44300,1,0,"Top"
8293,106000,0,0,"Middle"
8294,103200,1,0,"Top"
8295,52800,0,0,"Bottom"
8296,79800,0,0,"Top"
8297,99800,0,0,"Bottom"
8298,52600,0,0,"Top"
8299,116200,0,0,"Top"
8300,104600,1,1,"Top"
8301,112000,1,0,"Bottom"
8302,40000,1,0,"Top"
8303,94000,1,1,"Top"
8304,44700,1,0,"Top"
8305,44000,0,0,"Top"
8306,80400,1,0,"Top"
8307,100800,1,0,"Bottom"
8308,96000,1,0,"Middle"
8309,49100,0,0,"Top"
8310,46900,1,0,"Bottom"
8311,95200,1,0,"Middle"
8312,99000,1,0,"Top"
8313,104200,0,0,"Top"
8314,51600,0,0,"Top"
8315,112200,1,1,"Top"
8316,103600,0,0,"Top"
8317,118400,1,0,"Top"
8318,44800,0,0,"Bottom"
8319,58800,1,0,"Bottom"
8320,93000,1,1,"Top"
8321,87000,0,0,"Top"
8322,106000,0,0,"Top"
8323,100400,0,0,"Middle"
8324,50600,0,0,"Middle"
8325,100800,1,0,"Middle"
8326,96600,0,1,"Top"
8327,41800,0,0,"Top"
8328,46800,1,0,"Top"
8329,46200,0,0,"Top"
8330,93600,1,1,"Top"
8331,90000,1,1,"Bottom"
8332,108800,1,1,"Top"
8333,48400,1,0,"Middle"
8334,46900,1,0,"Middle"
8335,52800,1,0,"Top"
8336,51400,1,0,"Top"
8337,47700,1,0,"Top"
8338,58100,1,0,"Top"
8339,104400,0,0,"Middle"
8340,100800,0,1,"Top"
8341,46900,1,0,"Top"
8342,117200,1,1,"Top"
8343,91400,1,0,"Bottom"
8344,49800,1,0,"Top"
8345,47000,1,0,"Bottom"
8346,88800,1,0,"Bottom"
8347,98400,0,0,"Top"
8348,53300,1,0,"Middle"
8349,95600,1,0,"Top"
8350,107000,0,0,"Top"
8351,49300,0,0,"Middle"
8352,98200,0,0,"Top"
8353,100200,1,0,"Bottom"
8354,114000,1,0,"Middle"
8355,99800,1,0,"Top"
8356,58000,1,0,"Top"
8357,102800,0,0,"Top"
8358,87200,0,0,"Top"
8359,84000,0,0,"Bottom"
8360,83800,1,0,"Middle"
8361,42400,1,0,"Middle"
8362,110000,0,1,"Top"
8363,93000,1,0,"Bottom"
8364,96200,1,1,"Bottom"
8365,89000,1,0,"Middle"
8366,58200,1,0,"Top"
8367,88800,0,1,"Top"
8368,102600,0,0,"Bottom"
8369,90400,0,1,"Top"
8370,55300,0,0,"Top"
8371,96000,0,1,"Top"
8372,44900,1,0,"Top"
8373,45000,1,0,"Middle"
8374,53300,1,0,"Top"
8375,91400,1,0,"Middle"
8376,48400,1,0,"Top"
8377,129000,1,1,"Top"
8378,93400,1,1,"Middle"
8379,49300,1,0,"Top"
8380,49000,1,0,"Top"
8381,55200,0,0,"Middle"
8382,45100,1,0,"Middle"
8383,45600,1,0,"Top"
8384,83000,1,1,"Top"
8385,101000,0,1,"Top"
8386,105400,1,1,"Top"
8387,129600,1,0,"Top"
8388,86400,1,0,"Top"
8389,55000,1,0,"Top"
8390,45900,0,0,"Bottom"
8391,107600,1,0,"Top"
8392,97800,0,1,"Top"
8393,53000,1,0,"Middle"
8394,40400,0,0,"Top"
8395,111800,0,0,"Middle"
8396,46300,0,0,"Top"
8397,49200,1,0,"Middle"
8398,100400,0,0,"Top"
8399,52700,1,0,"Top"
8400,97800,1,0,"Bottom"
8401,45700,0,0,"Top"
8402,53400,1,0,"Top"
8403,93000,0,0,"Top"
8404,114400,1,0,"Top"
8405,97000,0,1,"Middle"
8406,109400,1,0,"Bottom"
8407,108800,1,1,"Top"
8408,56000,1,0,"Top"
8409,96000,1,0,"Top"
8410,99800,0,0,"Bottom"
8411,109600,1,0,"Top"
8412,100000,0,0,"Top"
8413,90200,1,1,"Bottom"
8414,103200,0,0,"Top"
8415,97800,1,0,"Top"
8416,90800,1,0,"Top"
8417,58600,0,0,"Top"
8418,108000,1,1,"Middle"
8419,92600,1,1,"Top"
8420,102000,1,1,"Bottom"
8421,92000,0,0,"Top"
8422,106800,1,0,"Middle"
8423,108600,1,1,"Top"
8424,114200,0,1,"Middle"
8425,50700,0,0,"Top"
8426,92600,1,0,"Top"
8427,46000,1,0,"Top"
8428,54600,1,0,"Top"
8429,51900,0,0,"Middle"
8430,82600,0,1,"Top"
8431,97800,1,1,"Top"
8432,92600,1,1,"Top"
8433,56800,1,0,"Bottom"
8434,97600,1,1,"Middle"
8435,54200,1,0,"Top"
8436,40900,1,0,"Middle"
8437,52900,1,0,"Top"
8438,80200,1,0,"Top"
8439,55900,1,0,"Bottom"
8440,107400,1,0,"Top"
8441,47100,1,0,"Middle"
8442,101400,0,0,"Top"
8443,89400,1,1,"Top"
8444,103800,1,0,"Top"
8445,106600,1,1,"Top"
8446,100000,1,1,"Top"
8447,89400,1,1,"Top"
8448,86400,1,1,"Middle"
8449,48200,1,0,"Top"
8450,105800,1,0,"Top"
8451,99000,0,1,"Top"
8452,43400,0,0,"Top"
8453,97600,1,1,"Top"
8454,98800,0,1,"Top"
8455,105600,0,1,"Top"
8456,90200,0,0,"Top"
8457,105400,0,0,"Top"
8458,60000,0,0,"Top"
8459,108800,0,0,"Middle"
8460,93600,1,1,"Top"
8461,105600,1,1,"Top"
8462,52900,1,0,"Bottom"
8463,96800,1,0,"Top"
8464,81200,0,1,"Bottom"
8465,96800,1,0,"Top"
8466,51500,0,0,"Middle"
8467,40400,0,0,"Middle"
8468,93600,1,0,"Bottom"
8469,55900,0,0,"Top"
8470,48700,0,0,"Top"
8471,107200,0,0,"Middle"
8472,117800,0,1,"Top"
8473,113200,1,1,"Top"
8474,53700,1,0,"Top"
8475,47000,1,0,"Top"
8476,47300,1,0,"Top"
8477,51900,0,0,"Middle"
8478,90800,1,0,"Top"
8479,127200,1,0,"Top"
8480,126000,0,1,"Middle"
8481,105600,1,1,"Middle"
8482,55400,1,0,"Top"
8483,90000,1,0,"Top"
8484,42200,0,0,"Middle"
8485,52200,0,0,"Top"
8486,118800,1,0,"Top"
8487,43500,1,0,"Bottom"
8488,43600,1,0,"Top"
8489,118400,1,0,"Bottom"
8490,92600,1,1,"Top"
8491,101800,0,0,"Top"
8492,96400,1,1,"Middle"
8493,53400,0,0,"Bottom"
8494,103000,1,0,"Middle"
8495,102200,1,1,"Top"
8496,106200,1,1,"Top"
8497,101000,1,0,"Middle"
8498,46600,0,0,"Top"
8499,103400,0,1,"Top"
8500,112000,1,0,"Top"
8501,81600,0,0,"Top"
8502,93600,1,0,"Middle"
8503,58600,1,0,"Bottom"
8504,45500,1,0,"Middle"
8505,97200,1,0,"Top"
8506,48000,0,0,"Bottom"
8507,99000,1,1,"Middle"
8508,51500,1,0,"Top"
8509,48500,1,0,"Middle"
8510,97000,0,0,"Top"
8511,55400,0,0,"Top"
8512,55200,1,0,"Top"
8513,108800,1,0,"Bottom"
8514,55200,0,0,"Top"
8515,47800,0,0,"Top"
8516,105000,0,0,"Top"
8517,108200,0,1,"Bottom"
8518,54500,1,0,"Middle"
8519,102000,1,0,"Middle"
8520,91000,0,1,"Top"
8521,101800,0,1,"Middle"
8522,58200,1,0,"Top"
8523,52300,0,0,"Top"
8524,87200,1,1,"Bottom"
8525,50200,1,0,"Top"
8526,109200,0,0,"Middle"
8527,112600,0,0,"Top"
8528,121000,0,0,"Top"
8529,97800,0,0,"Top"
8530,119800,1,0,"Top"
8531,103400,1,0,"Bottom"
8532,54600,1,0,"Middle"
8533,107400,0,0,"Top"
8534,45000,1,0,"Top"
8535,90800,0,0,"Top"
8536,55300,0,0,"Top"
8537,83600,1,0,"Top"
8538,96000,0,0,"Top"
8539,40600,0,0,"Top"
8540,98400,0,1,"Top"
8541,45600,1,0,"Bottom"
8542,111200,0,0,"Middle"
8543,110400,1,1,"Top"
8544,50800,0,0,"Top"
8545,109400,1,1,"Bottom"
8546,116800,1,1,"Top"
8547,48100,1,0,"Top"
8548,54500,1,0,"Top"
8549,46300,1,0,"Middle"
8550,53300,1,0,"Top"
8551,48200,1,0,"Top"
8552,48600,1,0,"Top"
8553,94400,1,0,"Bottom"
8554,55600,1,0,"Top"
8555,45200,1,0,"Middle"
8556,107400,0,0,"Top"
8557,82400,1,0,"Top"
8558,103200,1,0,"Top"
8559,117800,0,0,"Top"
8560,102800,1,1,"Top"
8561,41800,0,0,"Middle"
8562,95800,0,0,"Top"
8563,85000,0,0,"Middle"
8564,53000,1,0,"Top"
8565,49700,1,0,"Middle"
8566,52100,0,0,"Top"
8567,91000,1,0,"Top"
8568,51800,1,0,"Top"
8569,105600,0,0,"Top"
8570,57100,0,0,"Top"
8571,79000,1,1,"Bottom"
8572,54200,0,0,"Top"
8573,90000,0,0,"Top"
8574,107800,1,0,"Bottom"
8575,88800,0,1,"Bottom"
8576,48600,0,0,"Bottom"
8577,47100,0,0,"Bottom"
8578,104800,0,1,"Top"
8579,45600,1,0,"Top"
8580,94200,1,0,"Top"
8581,122400,1,0,"Middle"
8582,49300,1,0,"Bottom"
8583,119200,0,0,"Top"
8584,95800,1,1,"Bottom"
8585,49900,0,0,"Bottom"
8586,106800,1,0,"Top"
8587,55200,1,0,"Top"
8588,44600,1,0,"Top"
8589,56700,1,0,"Bottom"
8590,104200,1,1,"Bottom"
8591,115800,0,0,"Top"
8592,74000,1,0,"Top"
8593,103400,1,0,"Top"
8594,119200,1,1,"Bottom"
8595,110600,0,0,"Top"
8596,53500,0,0,"Middle"
8597,43600,1,0,"Middle"
8598,48100,0,0,"Top"
8599,101800,1,0,"Bottom"
8600,112000,1,1,"Top"
8601,111000,0,1,"Top"
8602,107200,0,0,"Bottom"
8603,48600,0,0,"Middle"
8604,101600,1,0,"Top"
8605,53300,0,0,"Middle"
8606,90200,0,0,"Bottom"
8607,107000,1,0,"Top"
8608,47800,1,0,"Middle"
8609,46600,0,0,"Top"
8610,94400,1,0,"Top"
8611,105600,0,0,"Top"
8612,101800,1,0,"Top"
8613,50500,1,0,"Top"
8614,69400,0,0,"Bottom"
8615,98800,1,0,"Bottom"
8616,49600,1,0,"Top"
8617,83600,1,0,"Top"
8618,56600,1,0,"Top"
8619,51000,0,0,"Top"
8620,47800,1,0,"Top"
8621,107000,1,1,"Top"
8622,99800,0,1,"Top"
8623,46400,1,0,"Top"
8624,93800,0,1,"Top"
8625,99200,0,1,"Top"
8626,102400,1,0,"Top"
8627,54700,0,0,"Top"
8628,82000,1,0,"Top"
8629,98200,1,0,"Top"
8630,119200,0,0,"Middle"
8631,97200,0,0,"Top"
8632,50600,1,0,"Middle"
8633,104000,1,0,"Top"
8634,100800,0,1,"Top"
8635,51300,0,0,"Middle"
8636,117800,1,0,"Top"
8637,54000,0,0,"Middle"
8638,91000,1,1,"Middle"
8639,107600,1,0,"Top"
8640,45500,1,0,"Middle"
8641,54800,1,0,"Top"
8642,118200,1,1,"Top"
8643,93600,1,0,"Top"
8644,81000,1,0,"Top"
8645,46900,0,0,"Top"
8646,45500,0,0,"Top"
8647,53900,1,0,"Middle"
8648,44200,1,0,"Top"
8649,41900,0,0,"Top"
8650,113800,1,0,"Middle"
8651,56400,0,0,"Top"
8652,100600,1,0,"Top"
8653,49200,1,0,"Middle"
8654,51900,1,0,"Top"
8655,109400,1,0,"Middle"
8656,115800,0,0,"Top"
8657,109200,0,0,"Top"
8658,49400,1,0,"Top"
8659,95600,1,1,"Top"
8660,103800,1,1,"Top"
8661,44600,1,0,"Top"
8662,115600,0,0,"Top"
8663,87000,0,1,"Top"
8664,121400,1,0,"Bottom"
8665,48800,1,0,"Middle"
8666,79200,0,0,"Top"
8667,103600,0,1,"Top"
8668,98000,1,0,"Bottom"
8669,93600,1,0,"Middle"
8670,51000,1,0,"Top"
8671,53200,1,0,"Bottom"
8672,94000,1,1,"Top"
8673,48300,0,0,"Top"
8674,49100,0,0,"Top"
8675,46600,0,0,"Top"
8676,95800,0,0,"Middle"
8677,88000,1,0,"Top"
8678,101400,1,0,"Top"
8679,101400,0,0,"Top"
8680,107200,1,0,"Middle"
8681,50000,0,0,"Top"
8682,111600,1,1,"Middle"
8683,107600,0,0,"Top"
8684,105000,0,0,"Top"
8685,45900,1,0,"Middle"
8686,100200,1,0,"Middle"
8687,46700,1,0,"Top"
8688,102600,1,0,"Top"
8689,102400,1,1,"Middle"
8690,48500,1,0,"Top"
8691,95800,1,0,"Top"
8692,45000,0,0,"Top"
8693,89600,1,0,"Top"
8694,119800,1,1,"Bottom"
8695,54900,1,0,"Top"
8696,110600,0,1,"Top"
8697,103000,0,0,"Middle"
8698,51800,0,0,"Top"
8699,41700,0,0,"Top"
8700,35600,0,0,"Middle"
8701,89800,1,0,"Top"
8702,49100,0,0,"Top"
8703,64500,0,0,"Top"
8704,49500,1,0,"Top"
8705,56200,1,0,"Top"
8706,46200,0,0,"Top"
8707,99800,1,0,"Top"
8708,85400,1,1,"Middle"
8709,49400,1,0,"Top"
8710,109600,0,0,"Top"
8711,44600,0,0,"Middle"
8712,91600,1,1,"Top"
8713,95200,0,0,"Middle"
8714,86400,0,0,"Top"
8715,44400,1,0,"Top"
8716,50900,0,0,"Middle"
8717,79600,0,0,"Middle"
8718,108800,1,0,"Middle"
8719,96400,0,1,"Top"
8720,80400,0,1,"Top"
8721,81400,0,0,"Bottom"
8722,102400,0,0,"Top"
8723,54200,1,0,"Middle"
8724,94400,1,0,"Middle"
8725,110400,0,0,"Top"
8726,109800,1,0,"Top"
8727,48300,1,0,"Middle"
8728,97400,1,1,"Middle"
8729,43900,1,0,"Bottom"
8730,96400,1,0,"Top"
8731,90400,1,0,"Top"
8732,103000,0,0,"Bottom"
8733,105200,1,1,"Bottom"
8734,114000,1,0,"Top"
8735,102200,0,0,"Bottom"
8736,85200,1,1,"Middle"
8737,91600,1,0,"Top"
8738,56600,1,0,"Middle"
8739,47500,1,0,"Top"
8740,96200,1,1,"Top"
8741,99400,0,0,"Top"
8742,102800,0,0,"Top"
8743,50000,0,0,"Top"
8744,39700,1,0,"Top"
8745,71800,0,0,"Top"
8746,41500,1,0,"Top"
8747,93000,1,1,"Top"
8748,105600,1,1,"Top"
8749,95400,1,1,"Top"
8750,102600,1,1,"Top"
8751,49800,1,0,"Top"
8752,101400,1,1,"Top"
8753,111600,0,0,"Top"
8754,50300,1,0,"Top"
8755,107400,0,1,"Top"
8756,115600,1,0,"Top"
8757,85800,1,0,"Bottom"
8758,99000,0,1,"Middle"
8759,51600,1,0,"Middle"
8760,93600,1,0,"Top"
8761,90800,1,0,"Bottom"
8762,94000,1,0,"Top"
8763,57900,0,0,"Top"
8764,50000,0,0,"Top"
8765,113600,0,1,"Bottom"
8766,108600,1,0,"Top"
8767,89800,1,0,"Top"
8768,114600,1,0,"Top"
8769,102400,1,0,"Top"
8770,116000,1,0,"Middle"
8771,48000,0,0,"Top"
8772,43700,1,0,"Top"
8773,47600,0,0,"Bottom"
8774,90000,1,0,"Top"
8775,94000,0,0,"Middle"
8776,51600,1,0,"Top"
8777,63200,1,0,"Bottom"
8778,100800,1,1,"Bottom"
8779,54100,0,0,"Middle"
8780,50300,0,0,"Top"
8781,79600,1,0,"Top"
8782,91800,0,0,"Top"
8783,73800,1,0,"Middle"
8784,38200,0,0,"Middle"
8785,107800,1,0,"Top"
8786,110600,1,0,"Top"
8787,99000,1,0,"Middle"
8788,104400,0,0,"Top"
8789,86800,0,1,"Middle"
8790,49500,1,0,"Top"
8791,109800,0,0,"Top"
8792,96400,0,0,"Top"
8793,116600,1,0,"Middle"
8794,91600,1,0,"Bottom"
8795,73200,1,0,"Middle"
8796,48600,1,0,"Top"
8797,98800,1,1,"Top"
8798,107400,1,1,"Middle"
8799,101400,1,1,"Top"
8800,98600,1,1,"Top"
8801,49800,1,0,"Middle"
8802,97000,1,0,"Top"
8803,92000,1,0,"Bottom"
8804,83000,0,1,"Middle"
8805,98600,1,1,"Bottom"
8806,90800,1,1,"Top"
8807,100400,1,1,"Middle"
8808,47000,1,0,"Middle"
8809,87800,0,0,"Top"
8810,96200,1,0,"Top"
8811,42800,1,0,"Top"
8812,88200,1,1,"Top"
8813,91800,1,0,"Bottom"
8814,87400,0,0,"Top"
8815,85000,1,0,"Middle"
8816,46500,1,0,"Bottom"
8817,97200,1,0,"Middle"
8818,104600,1,0,"Middle"
8819,54600,1,0,"Top"
8820,98400,1,1,"Bottom"
8821,41200,1,0,"Middle"
